siteCode,siteName,borough,latitude,longitude,averaging_period,date,pollutant,value
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-07-01,PM10,18.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-08-01,NO2,22.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-08-01,PM10,11.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-09-01,NO2,28.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-09-01,PM10,14.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-10-01,NO2,33.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-10-01,PM10,15.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-11-01,NO2,38.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-11-01,PM10,19.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-12-01,NO2,32.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2018-12-01,PM10,14.9
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2019-01-01,NO2,27.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-01-01,NO2,40.3
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2019-01-01,PM10,15.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-01-01,PM10,18.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-02-01,NO2,40.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-02-01,PM10,24.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-03-01,NO2,26.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-03-01,PM10,10.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-04-01,NO2,35.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-04-01,PM10,14.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-05-01,NO2,25.3
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-05-01,PM10,15.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-06-01,NO2,17.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-06-01,PM10,13.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-07-01,NO2,17.3
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-07-01,PM10,11.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-08-01,NO2,18.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-08-01,PM10,13.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-09-01,NO2,19.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-09-01,PM10,12.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-10-01,NO2,25.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-10-01,PM10,14.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-11-01,NO2,32.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-11-01,PM10,15.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-12-01,NO2,27.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2019-12-01,PM10,15.8
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2020-01-01,NO2,20.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-01-01,NO2,26.4
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2020-01-01,PM10,15.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-01-01,PM10,14.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-02-01,NO2,18.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-02-01,PM10,12.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-03-01,NO2,18.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-03-01,PM10,15.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-04-01,NO2,22.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-04-01,PM10,22.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-05-01,NO2,14.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-05-01,PM10,15.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-06-01,NO2,14.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-06-01,PM10,13.3
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-07-01,NO2,11.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-07-01,PM10,10.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-08-01,NO2,18.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-08-01,PM10,17.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-09-01,NO2,19.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-09-01,PM10,15.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-10-01,NO2,20.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-10-01,PM10,10.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-11-01,NO2,29.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-11-01,PM10,19.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-12-01,NO2,27.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2020-12-01,PM10,13.0
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2021-01-01,NO2,21.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-01-01,NO2,25.4
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2021-01-01,PM10,16.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-01-01,PM10,14.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-02-01,NO2,21.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-02-01,PM10,17.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-03-01,NO2,24.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-03-01,PM10,22.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-04-01,NO2,23.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-04-01,PM10,20.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-05-01,NO2,15.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-05-01,PM10,13.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-06-01,NO2,14.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-06-01,PM10,15.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-07-01,NO2,16.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-07-01,PM10,16.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-08-01,NO2,11.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-08-01,PM10,11.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-09-01,NO2,23.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-09-01,PM10,18.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-10-01,NO2,22.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-10-01,PM10,15.3
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-11-01,NO2,28.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-11-01,PM10,14.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-12-01,NO2,27.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2021-12-01,PM10,13.5
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2022-01-01,NO2,23.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-01-01,NO2,36.1
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2022-01-01,PM10,15.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-01-01,PM10,18.3
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-02-01,NO2,18.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-02-01,PM10,13.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-03-01,NO2,30.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-03-01,PM10,24.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-04-01,NO2,21.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-04-01,PM10,15.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-05-01,NO2,19.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-05-01,PM10,13.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-06-01,NO2,8.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-06-01,PM10,14.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-07-01,NO2,13.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-07-01,PM10,13.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-08-01,NO2,18.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-08-01,PM10,13.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-09-01,NO2,24.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-09-01,PM10,10.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-10-01,NO2,22.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-10-01,PM10,13.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-11-01,NO2,22.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-11-01,PM10,12.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-12-01,NO2,30.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2022-12-01,PM10,16.9
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2023-01-01,NO2,16.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-01-01,NO2,16.3
RI1,"Castlenau Library, Barnes",Richmond,,,Year,2023-01-01,PM10,14.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-01-01,PM10,15.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-02-01,NO2,23.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-02-01,PM10,17.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-03-01,NO2,16.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-03-01,PM10,11.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-04-01,NO2,16.9
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-04-01,PM10,13.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-05-01,NO2,12.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-05-01,PM10,14.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-06-01,NO2,12.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-06-01,PM10,15.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-07-01,NO2,9.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-07-01,PM10,10.8
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-08-01,NO2,10.5
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-08-01,PM10,11.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-09-01,NO2,15.4
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-09-01,PM10,23.6
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-10-01,NO2,18.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-10-01,PM10,14.2
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-11-01,NO2,22.0
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-11-01,PM10,12.7
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-12-01,NO2,16.1
RI1,"Castlenau Library, Barnes",Richmond,,,Month,2023-12-01,PM10,12.0
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2001-01-01,NO2,29.0
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2001-01-01,PM10,29.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-03-01,NO2,22.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-04-01,NO2,24.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-05-01,NO2,34.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-05-01,PM10,32.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-06-01,NO2,27.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-06-01,PM10,28.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-07-01,NO2,28.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-08-01,NO2,29.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-09-01,NO2,28.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-10-01,NO2,27.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-10-01,PM10,26.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2001-12-01,NO2,32.2
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2002-01-01,NO2,32.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-01-01,NO2,32.6
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2002-01-01,PM10,24.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-01-01,PM10,20.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-02-01,NO2,24.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-02-01,PM10,18.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-03-01,NO2,36.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-03-01,PM10,24.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-04-01,NO2,27.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-04-01,PM10,38.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-07-01,NO2,23.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-07-01,PM10,23.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-08-01,NO2,26.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-08-01,PM10,24.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-09-01,NO2,33.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-09-01,PM10,28.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-10-01,NO2,37.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-10-01,PM10,26.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-11-01,NO2,37.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-11-01,PM10,20.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-12-01,NO2,39.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2002-12-01,PM10,25.4
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2003-01-01,NO2,37.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-01-01,NO2,34.6
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2003-01-01,PM10,28.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-01-01,PM10,18.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-02-01,NO2,47.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-02-01,PM10,32.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-03-01,NO2,46.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-03-01,PM10,40.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-04-01,NO2,38.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-04-01,PM10,36.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-05-01,NO2,22.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-05-01,PM10,23.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-06-01,NO2,25.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-06-01,PM10,26.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-07-01,NO2,26.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-07-01,PM10,23.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-08-01,NO2,34.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-08-01,PM10,34.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-09-01,NO2,42.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-09-01,PM10,28.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-10-01,NO2,40.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-10-01,PM10,22.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-11-01,NO2,41.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-11-01,PM10,23.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-12-01,NO2,45.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2003-12-01,PM10,23.2
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2004-01-01,NO2,31.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-01-01,NO2,33.6
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2004-01-01,PM10,22.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-01-01,PM10,18.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-02-01,NO2,35.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-02-01,PM10,22.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-03-01,NO2,36.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-03-01,PM10,28.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-04-01,NO2,35.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-04-01,PM10,24.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-05-01,NO2,29.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-05-01,PM10,22.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-06-01,NO2,20.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-06-01,PM10,16.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-07-01,NO2,17.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-07-01,PM10,18.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-08-01,NO2,21.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-08-01,PM10,24.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-09-01,NO2,24.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-09-01,PM10,21.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-10-01,NO2,27.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-10-01,PM10,16.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-11-01,NO2,44.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-11-01,PM10,21.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-12-01,NO2,42.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2004-12-01,PM10,25.6
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2005-01-01,NO2,30.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-01-01,NO2,28.2
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2005-01-01,PM10,22.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-01-01,PM10,15.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-02-01,NO2,35.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-02-01,PM10,21.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-03-01,NO2,36.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-03-01,PM10,29.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-04-01,NO2,32.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-04-01,PM10,24.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-05-01,NO2,17.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-05-01,PM10,18.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-06-01,NO2,18.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-06-01,PM10,22.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-07-01,NO2,20.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-07-01,PM10,20.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-08-01,NO2,23.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-08-01,PM10,20.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-09-01,NO2,28.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-09-01,PM10,23.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-10-01,NO2,33.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-10-01,PM10,24.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-11-01,NO2,41.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-11-01,PM10,23.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-12-01,NO2,38.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2005-12-01,PM10,20.1
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2006-01-01,NO2,30.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-01-01,NO2,40.4
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2006-01-01,PM10,22.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-01-01,PM10,25.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-02-01,NO2,43.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-02-01,PM10,23.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-03-01,NO2,34.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-03-01,PM10,21.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-04-01,NO2,29.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-04-01,PM10,20.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-05-01,NO2,23.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-05-01,PM10,20.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-06-01,NO2,23.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-06-01,PM10,29.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-07-01,NO2,13.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-07-01,PM10,32.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-08-01,NO2,20.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-08-01,PM10,15.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-09-01,NO2,26.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-09-01,PM10,19.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-10-01,NO2,29.3
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-10-01,PM10,19.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-11-01,NO2,31.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-11-01,PM10,20.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-12-01,NO2,32.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2006-12-01,PM10,19.2
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2007-01-01,NO2,31.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-01-01,NO2,28.2
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2007-01-01,PM10,20.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-01-01,PM10,13.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-02-01,NO2,38.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-02-01,PM10,20.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-03-01,NO2,36.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-03-01,PM10,27.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-04-01,NO2,29.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-04-01,PM10,34.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-05-01,NO2,21.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-05-01,PM10,16.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-06-01,NO2,23.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-06-01,PM10,18.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-07-01,NO2,19.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-07-01,PM10,11.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-08-01,NO2,21.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-08-01,PM10,14.7
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-09-01,NO2,25.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-09-01,PM10,14.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-10-01,NO2,40.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-10-01,PM10,26.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-11-01,NO2,41.6
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-11-01,PM10,21.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-12-01,NO2,42.4
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2007-12-01,PM10,24.9
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2008-01-01,NO2,29.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-01-01,NO2,25.0
RI2,"Wetland Centre, Barnes",Richmond,,,Year,2008-01-01,PM10,19.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-01-01,PM10,16.2
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-02-01,NO2,51.0
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-02-01,PM10,28.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-03-01,NO2,25.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-03-01,PM10,13.5
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-04-01,NO2,31.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-04-01,PM10,21.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-05-01,NO2,36.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-05-01,PM10,31.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-06-01,NO2,17.8
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-06-01,PM10,18.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-07-01,NO2,19.1
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-07-01,PM10,16.9
RI2,"Wetland Centre, Barnes",Richmond,,,Month,2008-08-01,NO2,16.0
