siteCode,siteName,borough,latitude,longitude,averaging_period,date,pollutant,value
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-05-01,NO2,51.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-06-01,NO2,48.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-07-01,NO2,30.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-08-01,NO2,37.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-09-01,NO2,45.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-10-01,NO2,51.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-11-01,NO2,61.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2010-12-01,NO2,69.8
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2011-01-01,NO2,47.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-01-01,NO2,57.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-02-01,NO2,45.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-03-01,NO2,74.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-04-01,NO2,53.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-06-01,NO2,37.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-07-01,NO2,43.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-08-01,NO2,36.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-09-01,NO2,39.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-10-01,NO2,41.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-11-01,NO2,50.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2011-12-01,NO2,38.6
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2012-01-01,NO2,48.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-01-01,NO2,56.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-02-01,NO2,61.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-03-01,NO2,68.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-04-01,NO2,44.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-05-01,NO2,51.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-06-01,NO2,33.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-07-01,NO2,33.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-08-01,NO2,30.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-09-01,NO2,40.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-10-01,NO2,48.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-11-01,NO2,52.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2012-12-01,NO2,50.5
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2013-01-01,NO2,48.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-01-01,NO2,53.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-02-01,NO2,54.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-03-01,NO2,67.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-04-01,NO2,43.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-05-01,NO2,48.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-06-01,NO2,39.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-07-01,NO2,40.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-08-01,NO2,39.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-09-01,NO2,46.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-10-01,NO2,36.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-11-01,NO2,61.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2013-12-01,NO2,48.3
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2014-01-01,NO2,43.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-01-01,NO2,47.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-02-01,NO2,31.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-03-01,NO2,51.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-04-01,NO2,45.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-05-01,NO2,42.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-06-01,NO2,45.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-07-01,NO2,42.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-08-01,NO2,33.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-09-01,NO2,57.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-10-01,NO2,36.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2014-11-01,NO2,48.4
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2015-01-01,NO2,36.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-03-01,NO2,50.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-04-01,NO2,46.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-05-01,NO2,30.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-06-01,NO2,36.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-07-01,NO2,32.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-08-01,NO2,28.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-09-01,NO2,42.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-10-01,NO2,44.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-11-01,NO2,28.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2015-12-01,NO2,21.0
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2016-01-01,NO2,43.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-01-01,NO2,41.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-02-01,NO2,46.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-03-01,NO2,48.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-04-01,NO2,44.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-05-01,NO2,39.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-06-01,NO2,37.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-07-01,NO2,30.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-08-01,NO2,37.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-09-01,NO2,39.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-10-01,NO2,44.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-11-01,NO2,58.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2016-12-01,NO2,49.7
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2017-01-01,NO2,40.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-01-01,NO2,52.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-02-01,NO2,37.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-03-01,NO2,37.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-04-01,NO2,44.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-05-01,NO2,42.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-06-01,NO2,28.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-07-01,NO2,27.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-08-01,NO2,34.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-09-01,NO2,38.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-10-01,NO2,42.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-11-01,NO2,51.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2017-12-01,NO2,43.3
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2018-01-01,NO2,38.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-01-01,NO2,36.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-02-01,NO2,46.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-03-01,NO2,41.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-04-01,NO2,35.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-05-01,NO2,46.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-06-01,NO2,31.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-07-01,NO2,33.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-08-01,NO2,29.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-09-01,NO2,38.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-10-01,NO2,42.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-11-01,NO2,40.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2018-12-01,NO2,42.5
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2019-01-01,NO2,41.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-01-01,NO2,63.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-02-01,NO2,55.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-03-01,NO2,38.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-04-01,NO2,54.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-05-01,NO2,41.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-06-01,NO2,28.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-07-01,NO2,27.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-08-01,NO2,25.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-09-01,NO2,32.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-10-01,NO2,36.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-11-01,NO2,46.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2019-12-01,NO2,39.6
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2020-01-01,NO2,30.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-01-01,NO2,39.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-02-01,NO2,27.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-03-01,NO2,32.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-04-01,NO2,31.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-05-01,NO2,21.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-06-01,NO2,26.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-07-01,NO2,21.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-08-01,NO2,23.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-09-01,NO2,33.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-10-01,NO2,35.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-11-01,NO2,32.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2020-12-01,NO2,35.2
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2021-01-01,NO2,29.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-01-01,NO2,35.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-02-01,NO2,30.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-03-01,NO2,51.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-04-01,NO2,36.2
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-05-01,NO2,26.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-06-01,NO2,25.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-07-01,NO2,23.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-08-01,NO2,21.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-09-01,NO2,32.9
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-10-01,NO2,29.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-11-01,NO2,35.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2021-12-01,NO2,27.5
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2022-01-01,NO2,28.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-01-01,NO2,37.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-02-01,NO2,21.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-03-01,NO2,34.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-04-01,NO2,29.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-05-01,NO2,22.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-06-01,NO2,20.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-07-01,NO2,22.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-08-01,NO2,23.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-09-01,NO2,29.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-10-01,NO2,25.5
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-11-01,NO2,25.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2022-12-01,NO2,37.4
WA2,Wandsworth Town Hall,Wandsworth,,,Year,2023-01-01,NO2,25.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-01-01,NO2,16.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-02-01,NO2,38.3
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-03-01,NO2,28.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-04-01,NO2,34.7
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-05-01,NO2,25.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-06-01,NO2,23.8
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-07-01,NO2,16.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-08-01,NO2,18.6
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-09-01,NO2,25.4
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-10-01,NO2,26.0
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-11-01,NO2,27.1
WA2,Wandsworth Town Hall,Wandsworth,,,Month,2023-12-01,NO2,18.9
WA7,Putney High Street,Wandsworth,,,Year,2009-01-01,NO2,155.0
WA7,Putney High Street,Wandsworth,,,Year,2009-01-01,PM10,30.0
WA7,Putney High Street,Wandsworth,,,Month,2009-07-01,NO2,139.9
WA7,Putney High Street,Wandsworth,,,Month,2009-07-01,PM10,22.7
WA7,Putney High Street,Wandsworth,,,Month,2009-08-01,NO2,133.8
WA7,Putney High Street,Wandsworth,,,Month,2009-08-01,PM10,31.3
WA7,Putney High Street,Wandsworth,,,Month,2009-09-01,NO2,161.8
WA7,Putney High Street,Wandsworth,,,Month,2009-09-01,PM10,32.6
WA7,Putney High Street,Wandsworth,,,Month,2009-10-01,NO2,162.6
WA7,Putney High Street,Wandsworth,,,Month,2009-10-01,PM10,32.4
WA7,Putney High Street,Wandsworth,,,Month,2009-11-01,NO2,156.7
WA7,Putney High Street,Wandsworth,,,Month,2009-11-01,PM10,28.6
WA7,Putney High Street,Wandsworth,,,Month,2009-12-01,NO2,172.9
WA7,Putney High Street,Wandsworth,,,Month,2009-12-01,PM10,29.0
WA7,Putney High Street,Wandsworth,,,Year,2010-01-01,NO2,168.0
WA7,Putney High Street,Wandsworth,,,Month,2010-01-01,NO2,164.8
WA7,Putney High Street,Wandsworth,,,Year,2010-01-01,PM10,29.0
WA7,Putney High Street,Wandsworth,,,Month,2010-01-01,PM10,32.8
WA7,Putney High Street,Wandsworth,,,Month,2010-02-01,NO2,169.8
WA7,Putney High Street,Wandsworth,,,Month,2010-02-01,PM10,27.8
WA7,Putney High Street,Wandsworth,,,Month,2010-03-01,NO2,181.7
WA7,Putney High Street,Wandsworth,,,Month,2010-03-01,PM10,28.1
WA7,Putney High Street,Wandsworth,,,Month,2010-04-01,NO2,145.9
WA7,Putney High Street,Wandsworth,,,Month,2010-04-01,PM10,31.6
WA7,Putney High Street,Wandsworth,,,Month,2010-05-01,NO2,131.8
WA7,Putney High Street,Wandsworth,,,Month,2010-05-01,PM10,27.1
WA7,Putney High Street,Wandsworth,,,Month,2010-06-01,NO2,151.5
WA7,Putney High Street,Wandsworth,,,Month,2010-06-01,PM10,31.2
WA7,Putney High Street,Wandsworth,,,Month,2010-07-01,NO2,210.6
WA7,Putney High Street,Wandsworth,,,Month,2010-07-01,PM10,27.7
WA7,Putney High Street,Wandsworth,,,Month,2010-08-01,NO2,179.9
WA7,Putney High Street,Wandsworth,,,Month,2010-08-01,PM10,23.5
WA7,Putney High Street,Wandsworth,,,Month,2010-09-01,NO2,185.9
WA7,Putney High Street,Wandsworth,,,Month,2010-09-01,PM10,27.3
WA7,Putney High Street,Wandsworth,,,Month,2010-10-01,NO2,177.1
WA7,Putney High Street,Wandsworth,,,Month,2010-10-01,PM10,28.1
WA7,Putney High Street,Wandsworth,,,Month,2010-11-01,NO2,162.6
WA7,Putney High Street,Wandsworth,,,Month,2010-11-01,PM10,29.2
WA7,Putney High Street,Wandsworth,,,Month,2010-12-01,NO2,161.8
WA7,Putney High Street,Wandsworth,,,Month,2010-12-01,PM10,36.9
WA7,Putney High Street,Wandsworth,,,Year,2011-01-01,NO2,154.0
WA7,Putney High Street,Wandsworth,,,Month,2011-01-01,NO2,165.7
WA7,Putney High Street,Wandsworth,,,Year,2011-01-01,PM10,32.0
WA7,Putney High Street,Wandsworth,,,Month,2011-01-01,PM10,32.3
WA7,Putney High Street,Wandsworth,,,Month,2011-02-01,NO2,154.0
WA7,Putney High Street,Wandsworth,,,Month,2011-02-01,PM10,37.0
WA7,Putney High Street,Wandsworth,,,Month,2011-03-01,NO2,135.4
WA7,Putney High Street,Wandsworth,,,Month,2011-03-01,PM10,44.7
WA7,Putney High Street,Wandsworth,,,Month,2011-04-01,NO2,159.6
WA7,Putney High Street,Wandsworth,,,Month,2011-04-01,PM10,42.8
WA7,Putney High Street,Wandsworth,,,Month,2011-05-01,NO2,148.3
WA7,Putney High Street,Wandsworth,,,Month,2011-05-01,PM10,27.2
WA7,Putney High Street,Wandsworth,,,Month,2011-06-01,NO2,158.2
WA7,Putney High Street,Wandsworth,,,Month,2011-06-01,PM10,27.8
WA7,Putney High Street,Wandsworth,,,Month,2011-07-01,NO2,160.2
WA7,Putney High Street,Wandsworth,,,Month,2011-07-01,PM10,28.1
WA7,Putney High Street,Wandsworth,,,Month,2011-08-01,NO2,158.1
WA7,Putney High Street,Wandsworth,,,Month,2011-08-01,PM10,26.0
WA7,Putney High Street,Wandsworth,,,Month,2011-09-01,NO2,163.1
WA7,Putney High Street,Wandsworth,,,Month,2011-09-01,PM10,29.8
WA7,Putney High Street,Wandsworth,,,Month,2011-10-01,NO2,148.0
WA7,Putney High Street,Wandsworth,,,Month,2011-10-01,PM10,28.5
WA7,Putney High Street,Wandsworth,,,Month,2011-11-01,NO2,116.3
WA7,Putney High Street,Wandsworth,,,Month,2011-11-01,PM10,34.8
WA7,Putney High Street,Wandsworth,,,Month,2011-12-01,NO2,179.7
WA7,Putney High Street,Wandsworth,,,Month,2011-12-01,PM10,25.5
WA7,Putney High Street,Wandsworth,,,Year,2012-01-01,NO2,155.0
WA7,Putney High Street,Wandsworth,,,Month,2012-01-01,NO2,169.7
WA7,Putney High Street,Wandsworth,,,Year,2012-01-01,PM10,29.0
WA7,Putney High Street,Wandsworth,,,Month,2012-01-01,PM10,27.5
WA7,Putney High Street,Wandsworth,,,Month,2012-02-01,NO2,168.0
WA7,Putney High Street,Wandsworth,,,Month,2012-03-01,NO2,156.1
WA7,Putney High Street,Wandsworth,,,Month,2012-04-01,NO2,154.5
WA7,Putney High Street,Wandsworth,,,Month,2012-05-01,NO2,133.1
WA7,Putney High Street,Wandsworth,,,Month,2012-06-01,NO2,126.9
WA7,Putney High Street,Wandsworth,,,Month,2012-07-01,NO2,145.9
WA7,Putney High Street,Wandsworth,,,Month,2012-07-01,PM10,33.2
WA7,Putney High Street,Wandsworth,,,Month,2012-08-01,NO2,137.2
WA7,Putney High Street,Wandsworth,,,Month,2012-08-01,PM10,26.3
WA7,Putney High Street,Wandsworth,,,Month,2012-09-01,NO2,187.9
WA7,Putney High Street,Wandsworth,,,Month,2012-09-01,PM10,27.8
WA7,Putney High Street,Wandsworth,,,Month,2012-10-01,NO2,159.5
WA7,Putney High Street,Wandsworth,,,Month,2012-10-01,PM10,27.6
WA7,Putney High Street,Wandsworth,,,Month,2012-11-01,NO2,157.2
WA7,Putney High Street,Wandsworth,,,Month,2012-11-01,PM10,33.8
WA7,Putney High Street,Wandsworth,,,Month,2012-12-01,NO2,158.6
WA7,Putney High Street,Wandsworth,,,Month,2012-12-01,PM10,30.5
WA7,Putney High Street,Wandsworth,,,Year,2013-01-01,NO2,124.0
WA7,Putney High Street,Wandsworth,,,Month,2013-01-01,NO2,144.6
WA7,Putney High Street,Wandsworth,,,Year,2013-01-01,PM10,33.0
WA7,Putney High Street,Wandsworth,,,Month,2013-01-01,PM10,33.7
WA7,Putney High Street,Wandsworth,,,Month,2013-02-01,NO2,134.4
WA7,Putney High Street,Wandsworth,,,Month,2013-02-01,PM10,38.2
WA7,Putney High Street,Wandsworth,,,Month,2013-03-01,NO2,106.6
WA7,Putney High Street,Wandsworth,,,Month,2013-03-01,PM10,38.5
WA7,Putney High Street,Wandsworth,,,Month,2013-04-01,NO2,131.0
WA7,Putney High Street,Wandsworth,,,Month,2013-04-01,PM10,35.7
WA7,Putney High Street,Wandsworth,,,Month,2013-05-01,NO2,129.1
WA7,Putney High Street,Wandsworth,,,Month,2013-05-01,PM10,30.8
WA7,Putney High Street,Wandsworth,,,Month,2013-06-01,NO2,92.7
WA7,Putney High Street,Wandsworth,,,Month,2013-06-01,PM10,27.5
WA7,Putney High Street,Wandsworth,,,Month,2013-07-01,NO2,104.7
WA7,Putney High Street,Wandsworth,,,Month,2013-07-01,PM10,31.7
WA7,Putney High Street,Wandsworth,,,Month,2013-08-01,NO2,139.8
WA7,Putney High Street,Wandsworth,,,Month,2013-08-01,PM10,31.3
WA7,Putney High Street,Wandsworth,,,Month,2013-09-01,NO2,124.7
WA7,Putney High Street,Wandsworth,,,Month,2013-09-01,PM10,35.2
WA7,Putney High Street,Wandsworth,,,Month,2013-10-01,NO2,107.5
WA7,Putney High Street,Wandsworth,,,Month,2013-10-01,PM10,30.9
WA7,Putney High Street,Wandsworth,,,Month,2013-11-01,NO2,131.2
WA7,Putney High Street,Wandsworth,,,Month,2013-11-01,PM10,32.5
WA7,Putney High Street,Wandsworth,,,Month,2013-12-01,NO2,140.3
WA7,Putney High Street,Wandsworth,,,Month,2013-12-01,PM10,33.5
WA7,Putney High Street,Wandsworth,,,Year,2014-01-01,NO2,123.0
WA7,Putney High Street,Wandsworth,,,Month,2014-01-01,NO2,132.4
WA7,Putney High Street,Wandsworth,,,Year,2014-01-01,PM10,28.0
WA7,Putney High Street,Wandsworth,,,Month,2014-01-01,PM10,27.4
WA7,Putney High Street,Wandsworth,,,Month,2014-02-01,NO2,117.5
WA7,Putney High Street,Wandsworth,,,Month,2014-02-01,PM10,23.4
WA7,Putney High Street,Wandsworth,,,Month,2014-03-01,NO2,129.1
WA7,Putney High Street,Wandsworth,,,Month,2014-03-01,PM10,43.0
WA7,Putney High Street,Wandsworth,,,Month,2014-04-01,NO2,97.1
WA7,Putney High Street,Wandsworth,,,Month,2014-04-01,PM10,35.8
WA7,Putney High Street,Wandsworth,,,Month,2014-05-01,NO2,124.7
WA7,Putney High Street,Wandsworth,,,Month,2014-05-01,PM10,27.1
WA7,Putney High Street,Wandsworth,,,Month,2014-06-01,NO2,141.6
WA7,Putney High Street,Wandsworth,,,Month,2014-06-01,PM10,25.7
WA7,Putney High Street,Wandsworth,,,Month,2014-07-01,NO2,98.2
WA7,Putney High Street,Wandsworth,,,Month,2014-07-01,PM10,25.9
WA7,Putney High Street,Wandsworth,,,Month,2014-08-01,NO2,76.3
WA7,Putney High Street,Wandsworth,,,Month,2014-08-01,PM10,18.1
WA7,Putney High Street,Wandsworth,,,Month,2014-09-01,NO2,177.9
WA7,Putney High Street,Wandsworth,,,Month,2014-09-01,PM10,35.1
WA7,Putney High Street,Wandsworth,,,Month,2014-10-01,NO2,127.1
WA7,Putney High Street,Wandsworth,,,Month,2014-10-01,PM10,26.2
WA7,Putney High Street,Wandsworth,,,Month,2014-11-01,NO2,81.1
WA7,Putney High Street,Wandsworth,,,Month,2014-11-01,PM10,28.3
WA7,Putney High Street,Wandsworth,,,Month,2014-12-01,NO2,158.8
WA7,Putney High Street,Wandsworth,,,Month,2014-12-01,PM10,22.7
WA7,Putney High Street,Wandsworth,,,Year,2015-01-01,NO2,123.0
WA7,Putney High Street,Wandsworth,,,Month,2015-01-01,NO2,156.2
WA7,Putney High Street,Wandsworth,,,Year,2015-01-01,PM10,21.0
WA7,Putney High Street,Wandsworth,,,Month,2015-01-01,PM10,23.4
WA7,Putney High Street,Wandsworth,,,Month,2015-02-01,NO2,143.2
WA7,Putney High Street,Wandsworth,,,Month,2015-02-01,PM10,28.2
WA7,Putney High Street,Wandsworth,,,Month,2015-03-01,NO2,132.7
WA7,Putney High Street,Wandsworth,,,Month,2015-03-01,PM10,28.2
WA7,Putney High Street,Wandsworth,,,Month,2015-04-01,NO2,112.1
WA7,Putney High Street,Wandsworth,,,Month,2015-04-01,PM10,22.0
WA7,Putney High Street,Wandsworth,,,Month,2015-05-01,NO2,110.2
WA7,Putney High Street,Wandsworth,,,Month,2015-05-01,PM10,19.9
WA7,Putney High Street,Wandsworth,,,Month,2015-06-01,NO2,114.7
WA7,Putney High Street,Wandsworth,,,Month,2015-06-01,PM10,20.1
WA7,Putney High Street,Wandsworth,,,Month,2015-07-01,NO2,114.4
WA7,Putney High Street,Wandsworth,,,Month,2015-07-01,PM10,15.0
WA7,Putney High Street,Wandsworth,,,Month,2015-08-01,NO2,99.6
WA7,Putney High Street,Wandsworth,,,Month,2015-08-01,PM10,17.3
WA7,Putney High Street,Wandsworth,,,Month,2015-09-01,NO2,109.9
WA7,Putney High Street,Wandsworth,,,Month,2015-09-01,PM10,16.8
WA7,Putney High Street,Wandsworth,,,Month,2015-10-01,NO2,108.1
WA7,Putney High Street,Wandsworth,,,Month,2015-10-01,PM10,18.4
WA7,Putney High Street,Wandsworth,,,Month,2015-11-01,NO2,136.1
WA7,Putney High Street,Wandsworth,,,Month,2015-11-01,PM10,20.1
WA7,Putney High Street,Wandsworth,,,Month,2015-12-01,NO2,140.9
WA7,Putney High Street,Wandsworth,,,Month,2015-12-01,PM10,22.9
WA7,Putney High Street,Wandsworth,,,Year,2016-01-01,NO2,125.0
WA7,Putney High Street,Wandsworth,,,Month,2016-01-01,NO2,129.8
WA7,Putney High Street,Wandsworth,,,Year,2016-01-01,PM10,25.0
WA7,Putney High Street,Wandsworth,,,Month,2016-01-01,PM10,24.8
WA7,Putney High Street,Wandsworth,,,Month,2016-02-01,NO2,131.3
WA7,Putney High Street,Wandsworth,,,Month,2016-02-01,PM10,23.7
